"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"PERSDEN_EMP_THC","Total R&D personnel per thousand total employment (HC)","MAC","China, Macao Special Administrative Region","2016","2016",6.93832,,
"PERSDEN_EMP_THC","Total R&D personnel per thousand total employment (HC)","MAC","China, Macao Special Administrative Region","2017","2017",7.92444,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LUX","Luxembourg","2013","2013",24.82133,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","LUX","Luxembourg","2015","2015",25.82743,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","DZA","Algeria","2017","2017",45.89421,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","KHM","Cambodia","2015","2015",35.46075,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","CHL","Chile","2012","2012",36.21592,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","CHL","Chile","2013","2013",40.72492,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","CHL","Chile","2014","2014",37.63005,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","CHL","Chile","2015","2015",37.93105,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","CHL","Chile","2016","2016",37.31293,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLI","Mali","2015","2015",17.82655,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","MLI","Mali","2017","2017",19.95066,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","SEN","Senegal","2015","2015",30.03237,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","THA","Thailand","2015","2015",57.09748,,
"FPERSP_TFTE","Total R&D personnel (FTE) - % Female","THA","Thailand","2016","2016",54.41574,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SWE","Sweden","2012","2012",8518.26771,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SWE","Sweden","2013","2013",8419.6485,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SWE","Sweden","2014","2014",8614.89945,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SWE","Sweden","2015","2015",8557.42754,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SWE","Sweden","2016","2016",9218.77467,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","SWE","Sweden","2017","2017",9007.2337,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","DZA","Algeria","2017","2017",920.796,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","KHM","Cambodia","2015","2015",122.09528,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHL","Chile","2012","2012",845.2637,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHL","Chile","2013","2013",757.50705,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHL","Chile","2014","2014",901.93535,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHL","Chile","2015","2015",859.18623,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","CHL","Chile","2016","2016",928.69299,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IDN","Indonesia","2016","2016",228.47299,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IDN","Indonesia","2017","2017",244.83875,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IRQ","Iraq","2014","2014",110.30752,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IRQ","Iraq","2015","2015",101.24455,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IRQ","Iraq","2016","2016",100.55057,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","IRQ","Iraq","2017","2017",131.69739,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","JOR","Jordan","2015","2015",365.53004,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLI","Mali","2015","2015",73.45071,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MLI","Mali","2017","2017",78.26996,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","MOZ","Mozambique","2015","2015",82.82695,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PSE","Palestine","2013","2013",1168.98441,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRI","Puerto Rico","2013","2013",477.67208,,
"PERSDEN_INHAB_TFTE","Total R&D personnel per million inhabitants (FTE)","PRI","Puerto Rico","2015","2015",524.26309,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","DZA","Algeria","2017","2017",3.14522,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","KHM","Cambodia","2015","2015",0.22011,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","IDN","Indonesia","2016","2016",0.47632,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","IDN","Indonesia","2017","2017",0.50155,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","IRQ","Iraq","2014","2014",0.43892,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","IRQ","Iraq","2015","2015",0.40146,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","IRQ","Iraq","2016","2016",0.4007,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","IRQ","Iraq","2017","2017",0.51992,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MYS","Malaysia","2012","2012",4.70061,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MYS","Malaysia","2014","2014",5.19711,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MYS","Malaysia","2015","2015",5.55611,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MYS","Malaysia","2016","2016",5.89962,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MAR","Morocco","2012","2012",2.63393,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MAR","Morocco","2014","2014",3.18343,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MAR","Morocco","2016","2016",3.42725,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","MOZ","Mozambique","2015","2015",0.19156,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","SEN","Senegal","2015","2015",2.36774,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","TGO","Togo","2012","2012",0.14876,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","TGO","Togo","2014","2014",0.16558,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","TGO","Togo","2016","2016",0.09362,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","TGO","Togo","2017","2017",0.10205,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","UKR","Ukraine","2012","2012",4.95572,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","UKR","Ukraine","2013","2013",4.66288,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","UKR","Ukraine","2014","2014",4.20839,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","UKR","Ukraine","2015","2015",4.12874,"+","National Estimation"
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","UKR","Ukraine","2016","2016",3.61933,"+","National Estimation"
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","UKR","Ukraine","2017","2017",3.48678,"+","National Estimation"
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","VNM","Viet Nam","2013","2013",1.4715,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","VNM","Viet Nam","2015","2015",1.44887,,
"PERSDEN_LF_TFTE","Total R&D personnel per thousand labour force (FTE)","VNM","Viet Nam","2017","2017",1.48735,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","CHE","Switzerland","2012","2012",17.11211,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","CHE","Switzerland","2015","2015",17.70204,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","KHM","Cambodia","2015","2015",0.22286,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","IRQ","Iraq","2014","2014",0.47709,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","IRQ","Iraq","2015","2015",0.43637,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","IRQ","Iraq","2016","2016",0.43581,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","IRQ","Iraq","2017","2017",0.56513,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","JOR","Jordan","2015","2015",1.67072,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","MLI","Mali","2015","2015",0.21503,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","MLI","Mali","2017","2017",0.23277,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","MOZ","Mozambique","2015","2015",0.19835,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","PSE","Palestine","2013","2013",5.97764,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","PRY","Paraguay","2016","2016",0.48468,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","SEN","Senegal","2015","2015",2.53805,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","THA","Thailand","2014","2014",2.1731,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","THA","Thailand","2015","2015",2.3168,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","THA","Thailand","2016","2016",2.93172,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","TGO","Togo","2012","2012",0.15168,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","TGO","Togo","2014","2014",0.16861,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","TGO","Togo","2016","2016",0.0952,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","TGO","Togo","2017","2017",0.10379,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","UKR","Ukraine","2012","2012",5.35569,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","UKR","Ukraine","2013","2013",5.02434,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","UKR","Ukraine","2014","2014",4.6352,,
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","UKR","Ukraine","2015","2015",4.54494,"+","National Estimation"
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","UKR","Ukraine","2016","2016",3.99375,"+","National Estimation"
"PERSDEN_EMP_TFTE","Total R&D personnel per thousand total employment (FTE)","UKR","Ukraine","2017","2017",3.84895,"+","National Estimation"
"21000","Total R&D personnel (HC) - Total ","DZA","Algeria","2017","2017",100659,,
"21000","Total R&D personnel (HC) - Total ","BWA","Botswana","2012","2012",1139,,
"21000","Total R&D personnel (HC) - Total ","BWA","Botswana","2013","2013",1716,,
"21000","Total R&D personnel (HC) - Total ","KHM","Cambodia","2015","2015",2810,,
"21000","Total R&D personnel (HC) - Total ","GIN","Guinea","2013","2013",752,,
"21000","Total R&D personnel (HC) - Total ","JOR","Jordan","2015","2015",11908,,
"21000","Total R&D personnel (HC) - Total ","PER","Peru","2014","2014",4780,,
"21000","Total R&D personnel (HC) - Total ","PER","Peru","2015","2015",5408,,
"21000","Total R&D personnel (HC) - Total ","TZA","United Republic of Tanzania","2013","2013",5418,,
"21104","Total R&D personnel (HC) - Female","MEX","Mexico","2012","2012",24815.536,,
"21104","Total R&D personnel (HC) - Female","MEX","Mexico","2013","2013",25819.633,,
"21104","Total R&D personnel (HC) - Female","IDN","Indonesia","2016","2016",70759,,
"21104","Total R&D personnel (HC) - Female","IDN","Indonesia","2017","2017",79987,,
"21104","Total R&D personnel (HC) - Female","IRN","Iran (Islamic Republic of)","2012","2012",36742,,
"21104","Total R&D personnel (HC) - Female","IRN","Iran (Islamic Republic of)","2013","2013",38282,,
"21104","Total R&D personnel (HC) - Female","IRQ","Iraq","2014","2014",2524,,
"21104","Total R&D personnel (HC) - Female","IRQ","Iraq","2015","2015",3241,,
"21104","Total R&D personnel (HC) - Female","IRQ","Iraq","2016","2016",4214,,
"21104","Total R&D personnel (HC) - Female","IRQ","Iraq","2017","2017",5368,,
"21104","Total R&D personnel (HC) - Female","JOR","Jordan","2015","2015",2416,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","ITA","Italy","2012","2012",36.16596,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","ITA","Italy","2013","2013",35.55112,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","ITA","Italy","2014","2014",35.25708,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","ITA","Italy","2015","2015",35.25092,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","ITA","Italy","2016","2016",33.43871,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MEX","Mexico","2012","2012",31.97597,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MEX","Mexico","2013","2013",33.41939,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","NLD","Netherlands","2012","2012",26.29052,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","NLD","Netherlands","2013","2013",26.56001,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","NLD","Netherlands","2014","2014",26.5975,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","NLD","Netherlands","2015","2015",26.60552,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","NLD","Netherlands","2016","2016",26.61358,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","SWE","Sweden","2013","2013",36.26574,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","SWE","Sweden","2015","2015",36.53008,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHE","Switzerland","2012","2012",34.91916,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHE","Switzerland","2015","2015",33.98339,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",36.04965,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",36.39589,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",35.23234,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",36.28988,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",36.22014,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","DZA","Algeria","2017","2017",46.82542,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","AZE","Azerbaijan","2012","2012",51.15654,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","AZE","Azerbaijan","2013","2013",53.24269,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","AZE","Azerbaijan","2014","2014",53.48708,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","AZE","Azerbaijan","2015","2015",53.3062,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","AZE","Azerbaijan","2016","2016",55.96395,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","AZE","Azerbaijan","2017","2017",57.88144,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","BWA","Botswana","2012","2012",36.08428,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","BWA","Botswana","2013","2013",35.95571,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","BFA","Burkina Faso","2014","2014",22.87986,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","BFA","Burkina Faso","2017","2017",24.05548,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHL","Chile","2012","2012",35.95315,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHL","Chile","2013","2013",40.03036,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHL","Chile","2014","2014",38.06426,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHL","Chile","2015","2015",38.99816,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHL","Chile","2016","2016",37.98001,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHN","China","2012","2012",24.99452,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHN","China","2013","2013",24.915,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHN","China","2014","2014",24.41523,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHN","China","2015","2015",26.56213,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHN","China","2016","2016",26.50147,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CHN","China","2017","2017",26.72217,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CRI","Costa Rica","2012","2012",42.9286,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CRI","Costa Rica","2013","2013",42.54562,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CRI","Costa Rica","2014","2014",41.89888,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CRI","Costa Rica","2015","2015",39.08514,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","CRI","Costa Rica","2016","2016",40.1991,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","ETH","Ethiopia","2013","2013",23.00683,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","GIN","Guinea","2013","2013",15.55851,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","IRQ","Iraq","2014","2014",37.9606,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","IRQ","Iraq","2015","2015",40.95792,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","IRQ","Iraq","2016","2016",41.80141,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","IRQ","Iraq","2017","2017",39.03432,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","JOR","Jordan","2015","2015",20.28888,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","KWT","Kuwait","2012","2012",40.12121,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","KWT","Kuwait","2013","2013",38.09011,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","KWT","Kuwait","2014","2014",39.70276,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","KWT","Kuwait","2015","2015",49.12949,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","KWT","Kuwait","2016","2016",50.13019,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","KWT","Kuwait","2017","2017",51.31537,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","LSO","Lesotho","2015","2015",34.70588,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MKD","North Macedonia","2012","2012",55.75189,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MKD","North Macedonia","2013","2013",50.82018,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MKD","North Macedonia","2014","2014",50.42453,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MKD","North Macedonia","2015","2015",50.5133,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MKD","North Macedonia","2016","2016",51.62397,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MKD","North Macedonia","2017","2017",52.21457,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MLI","Mali","2015","2015",17.75972,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MLI","Mali","2017","2017",23.00335,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","MOZ","Mozambique","2015","2015",29.81673,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","PHL","Philippines","2013","2013",46.91157,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","SYC","Seychelles","2016","2016",44.11765,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","TUN","Tunisia","2012","2012",50.82625,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","TUN","Tunisia","2013","2013",53.06505,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","TUN","Tunisia","2014","2014",53.82225,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","TUN","Tunisia","2015","2015",54.36096,,
"FPERSP_THC","Total R&D personnel (HC) - % Female","TUN","Tunisia","2016","2016",55.24595,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","DEU","Germany","2013","2013",10593.01005,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","DEU","Germany","2015","2015",11208.93138,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","GRC","Greece","2013","2013",7303.40155,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","GRC","Greece","2015","2015",8559.43233,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","DZA","Algeria","2017","2017",2436.19377,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","BOL","Bolivia (Plurinational State of)","2012","2012",223.5569,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","BOL","Bolivia (Plurinational State of)","2013","2013",241.24388,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","BOL","Bolivia (Plurinational State of)","2014","2014",265.38135,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","BWA","Botswana","2012","2012",545.15475,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","BWA","Botswana","2013","2013",806.1989,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHL","Chile","2012","2012",1210.59258,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHL","Chile","2013","2013",1112.13073,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHL","Chile","2014","2014",1346.95884,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHL","Chile","2015","2015",1281.8342,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHL","Chile","2016","2016",1395.03262,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHN","China","2012","2012",3357.42047,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHN","China","2013","2013",3629.04443,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHN","China","2014","2014",3849.67413,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHN","China","2015","2015",3924.42086,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHN","China","2016","2016",4154.42785,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","CHN","China","2017","2017",4408.33651,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","GIN","Guinea","2013","2013",65.18376,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","JOR","Jordan","2015","2015",1300.09907,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MUS","Mauritius","2012","2012",627.90666,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PAK","Pakistan","2013","2013",777.40896,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PAK","Pakistan","2015","2015",809.91966,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PAK","Pakistan","2017","2017",962.08959,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PER","Peru","2014","2014",154.3262,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PER","Peru","2015","2015",172.35735,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PRI","Puerto Rico","2013","2013",1299.36566,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PRI","Puerto Rico","2015","2015",1497.11683,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","THA","Thailand","2014","2014",2092.86401,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","THA","Thailand","2015","2015",2325.55464,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","THA","Thailand","2016","2016",2696.17377,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TGO","Togo","2012","2012",144.61733,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TGO","Togo","2014","2014",176.79002,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TGO","Togo","2016","2016",97.28683,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TGO","Togo","2017","2017",126.70413,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DNK","Denmark","2012","2012",29.07977,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DNK","Denmark","2013","2013",29.31417,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DNK","Denmark","2014","2014",28.91758,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DNK","Denmark","2015","2015",29.46367,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DNK","Denmark","2016","2016",29.01254,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DZA","Algeria","2017","2017",8.32146,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BIH","Bosnia and Herzegovina","2012","2012",1.15933,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BIH","Bosnia and Herzegovina","2013","2013",1.49398,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BIH","Bosnia and Herzegovina","2014","2014",2.22886,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BIH","Bosnia and Herzegovina","2015","2015",2.18662,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BIH","Bosnia and Herzegovina","2016","2016",1.99247,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BIH","Bosnia and Herzegovina","2017","2017",2.47028,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KHM","Cambodia","2015","2015",0.32645,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CHL","Chile","2012","2012",2.50069,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CHL","Chile","2013","2013",2.28357,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CHL","Chile","2014","2014",2.74563,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CHL","Chile","2015","2015",2.59913,,
